0x8000000L,mov     eax, [esp+mode]
0x800aad7L,adc     edi, [esp+0FB4h+var_F78]
0x800aadbL,add     esi, [esp+0FB4h+var_264]
0x800aae2L,mov     edx, [esp+0FB4h+var_F70]
0x800aae6L,mov     ebp, eax
0x800aae8L,adc     edi, [esp+0FB4h+var_260]
0x800aaefL,shrd    eax, edx, 0Eh
0x800aaf3L,mov     ecx, eax
0x800aaf5L,mov     eax, [esp+0FB4h+var_F74]
0x800aaf9L,shrd    edx, ebp, 0Eh
0x800aafdL,mov     ebx, edx
0x800aaffL,mov     ebp, eax
0x800ab01L,mov     edx, [esp+0FB4h+var_F70]
0x800ab05L,shrd    eax, edx, 12h
0x800ab09L,shrd    edx, ebp, 12h
0x800ab0dL,xor     ecx, eax
0x800ab0fL,xor     ebx, edx
0x800ab11L,mov     eax, [esp+0FB4h+var_F74]
0x800ab15L,mov     edx, [esp+0FB4h+var_F70]
0x800ab19L,mov     ebp, eax
0x800ab1bL,shld    eax, edx, 17h
0x800ab1fL,xor     ecx, eax
0x800ab21L,mov     eax, [esp+0FB4h+var_FAC]
0x800ab25L,shld    edx, ebp, 17h
0x800ab29L,mov     [esp+0FB4h+var_25C], ecx
0x800ab30L,xor     ebx, edx
0x800ab32L,add     esi, [esp+0FB4h+var_25C]
0x800ab39L,mov     [esp+0FB4h+var_258], ebx
0x800ab40L,adc     edi, [esp+0FB4h+var_258]
0x800ab47L,mov     edx, [esp+0FB4h+var_F9C]
0x800ab4bL,add     edx, esi
0x800ab4dL,mov     ecx, [esp+0FB4h+var_F98]
0x800ab51L,adc     ecx, edi
0x800ab53L,mov     [esp+0FB4h+var_F7C], edx
0x800ab57L,mov     edx, [esp+0FB4h+var_FAC]
0x800ab5bL,mov     [esp+0FB4h+var_F78], ecx
0x800ab5fL,mov     ebp, edx
0x800ab61L,mov     ecx, [esp+0FB4h+var_FA8]
0x800ab65L,shrd    edx, ecx, 1Ch
0x800ab69L,shrd    ecx, ebp, 1Ch
0x800ab6dL,mov     ebx, ecx
0x800ab6fL,mov     ecx, edx
0x800ab71L,mov     edx, [esp+0FB4h+var_FA8]
0x800ab75L,mov     ebp, eax
0x800ab77L,shld    eax, edx, 1Eh
0x800ab7bL,xor     ecx, eax
0x800ab7dL,mov     eax, [esp+0FB4h+var_FAC]
0x800ab81L,shld    edx, ebp, 1Eh
0x800ab85L,xor     ebx, edx
0x800ab87L,mov     ebp, eax
0x800ab89L,mov     edx, [esp+0FB4h+var_FA8]
0x800ab8dL,shld    eax, edx, 19h
0x800ab91L,shld    edx, ebp, 19h
0x800ab95L,xor     ecx, eax
0x800ab97L,xor     ebx, edx
0x800ab99L,mov     [esp+0FB4h+var_254], ecx
0x800aba0L,mov     [esp+0FB4h+var_250], ebx
0x800aba7L,mov     ecx, [esp+0FB4h+var_FB4]
0x800abaaL,mov     ebx, [esp+0FB4h+var_FB0]
0x800abaeL,mov     edx, [esp+0FB4h+var_FAC]
0x800abb2L,mov     eax, [esp+0FB4h+var_FA8]
0x800abb6L,or      edx, ecx
0x800abb8L,or      eax, ebx
0x800abbaL,mov     ebx, [esp+0FB4h+var_F8C]
0x800abbeL,mov     ebp, [esp+0FB4h+var_F88]
0x800abc2L,and     edx, ebx
0x800abc4L,mov     ebx, [esp+0FB4h+var_FAC]
0x800abc8L,and     eax, ebp
0x800abcaL,and     ebx, ecx
0x800abccL,mov     ebp, [esp+0FB4h+var_FA8]
0x800abd0L,mov     ecx, [esp+0FB4h+var_FB0]
0x800abd4L,and     ecx, ebp
0x800abd6L,or      edx, ebx
0x800abd8L,mov     ebx, eax
0x800abdaL,mov     [esp+0FB4h+var_24C], edx
0x800abe1L,or      ebx, ecx
0x800abe3L,mov     ecx, [esp+0FB4h+var_254]
0x800abeaL,add     ecx, [esp+0FB4h+var_24C]
0x800abf1L,mov     [esp+0FB4h+var_248], ebx
0x800abf8L,mov     ebx, [esp+0FB4h+var_250]
0x800abffL,mov     eax, ecx
0x800ac01L,adc     ebx, [esp+0FB4h+var_248]
0x800ac08L,add     eax, esi
0x800ac0aL,mov     edx, ebx
0x800ac0cL,mov     [esp+0FB4h+var_FA4], eax
0x800ac10L,adc     edx, edi
0x800ac12L,mov     eax, [esp+0FB4h+var_ED4]
0x800ac19L,mov     [esp+0FB4h+var_FA0], edx
0x800ac1dL,mov     edx, [esp+0FB4h+var_ED0]
0x800ac24L,mov     ebx, eax
0x800ac26L,mov     esi, edx
0x800ac28L,shrd    ebx, edx, 1
0x800ac2cL,shrd    esi, eax, 1
0x800ac30L,mov     ecx, ebx
0x800ac32L,mov     ebx, esi
0x800ac34L,mov     esi, eax
0x800ac36L,mov     edi, edx
0x800ac38L,shrd    eax, edx, 8
0x800ac3cL,shrd    edx, esi, 8
0x800ac40L,xor     ecx, eax
0x800ac42L,xor     ebx, edx
0x800ac44L,mov     eax, esi
0x800ac46L,mov     edx, edi
0x800ac48L,shrd    eax, edx, 7
0x800ac4cL,mov     edi, ecx
0x800ac4eL,mov     esi, [esp+0FB4h+var_EDC]
0x800ac55L,shr     edx, 7
0x800ac58L,xor     edi, eax
0x800ac5aL,mov     [esp+0FB4h+var_244], edi
0x800ac61L,mov     edi, ebx
0x800ac63L,xor     edi, edx
0x800ac65L,add     esi, [esp+0FB4h+var_244]
0x800ac6cL,mov     [esp+0FB4h+var_240], edi
0x800ac73L,mov     edi, [esp+0FB4h+var_ED8]
0x800ac7aL,mov     eax, [esp+0FB4h+var_F44]
0x800ac7eL,mov     edx, [esp+0FB4h+var_F40]
0x800ac82L,adc     edi, [esp+0FB4h+var_240]
0x800ac89L,add     esi, [esp+0FB4h+var_F0C]
0x800ac90L,mov     ebp, eax
0x800ac92L,mov     ecx, eax
0x800ac94L,adc     edi, [esp+0FB4h+var_F08]
0x800ac9bL,mov     ebx, edx
0x800ac9dL,shrd    ecx, edx, 13h
0x800aca1L,shrd    ebx, eax, 13h
0x800aca5L,shld    eax, edx, 3
0x800aca9L,shld    edx, ebp, 3
0x800acadL,xor     ecx, eax
0x800acafL,xor     ebx, edx
0x800acb1L,mov     eax, [esp+0FB4h+var_F44]
0x800acb5L,mov     edx, [esp+0FB4h+var_F40]
0x800acb9L,shrd    eax, edx, 6
0x800acbdL,shr     edx, 6
0x800acc0L,xor     ecx, eax
0x800acc2L,xor     ebx, edx
0x800acc4L,mov     [esp+0FB4h+var_23C], ecx
0x800accbL,mov     [esp+0FB4h+var_238], ebx
0x800acd2L,mov     ebx, esi
0x800acd4L,add     ebx, [esp+0FB4h+var_23C]
0x800acdbL,mov     esi, edi
0x800acddL,adc     esi, [esp+0FB4h+var_238]
0x800ace4L,mov     [esp+0FB4h+var_F0C], ebx
0x800acebL,mov     [esp+0FB4h+var_54], ebx
0x800acf2L,mov     edi, [esp+0FB4h+var_F74]
0x800acf6L,mov     ebx, [esp+0FB4h+var_F84]
0x800acfaL,mov     [esp+0FB4h+var_F08], esi
0x800ad01L,xor     edi, ebx
0x800ad03L,mov     [esp+0FB4h+var_50], esi
0x800ad0aL,mov     edx, edi
0x800ad0cL,mov     esi, [esp+0FB4h+var_F80]
0x800ad10L,mov     edi, [esp+0FB4h+var_F70]
0x800ad14L,mov     ecx, [esp+0FB4h+var_F78]
0x800ad18L,xor     edi, esi
0x800ad1aL,mov     esi, [esp+0FB4h+var_F08]
0x800ad21L,mov     eax, edi
0x800ad23L,mov     edi, [esp+0FB4h+var_F7C]
0x800ad27L,and     edx, edi
0x800ad29L,and     eax, ecx
0x800ad2bL,mov     edi, edx
0x800ad2dL,mov     edx, [esp+0FB4h+var_F7C]
0x800ad31L,xor     edi, ebx
0x800ad33L,mov     ebx, [esp+0FB4h+var_F0C]
0x800ad3aL,mov     [esp+0FB4h+var_234], edi
0x800ad41L,mov     edi, [esp+0FB4h+var_F80]
0x800ad45L,xor     edi, eax
0x800ad47L,add     ebx, 23047D84h
0x800ad4dL,adc     esi, 28DB77F5h
0x800ad53L,mov     [esp+0FB4h+var_230], edi
0x800ad5aL,mov     edi, esi
0x800ad5cL,mov     esi, ebx
0x800ad5eL,add     esi, [esp+0FB4h+var_F6C]
0x800ad62L,mov     ecx, [esp+0FB4h+var_F78]
0x800ad66L,adc     edi, [esp+0FB4h+var_F68]
0x800ad6aL,add     esi, [esp+0FB4h+var_234]
0x800ad71L,mov     ebp, edx
0x800ad73L,mov     eax, [esp+0FB4h+var_F7C]
0x800ad77L,adc     edi, [esp+0FB4h+var_230]
0x800ad7eL,shrd    edx, ecx, 0Eh
0x800ad82L,shrd    ecx, ebp, 0Eh
0x800ad86L,mov     ebx, ecx
0x800ad88L,mov     ecx, edx
0x800ad8aL,mov     edx, [esp+0FB4h+var_F78]
0x800ad8eL,mov     ebp, eax
0x800ad90L,shrd    eax, edx, 12h
0x800ad94L,xor     ecx, eax
0x800ad96L,mov     eax, [esp+0FB4h+var_F7C]
0x800ad9aL,shrd    edx, ebp, 12h
0x800ad9eL,xor     ebx, edx
0x800ada0L,mov     ebp, eax
0x800ada2L,mov     edx, [esp+0FB4h+var_F78]
0x800ada6L,shld    eax, edx, 17h
0x800adaaL,shld    edx, ebp, 17h
0x800adaeL,xor     ecx, eax
0x800adb0L,xor     ebx, edx
0x800adb2L,mov     [esp+0FB4h+var_22C], ecx
0x800adb9L,mov     [esp+0FB4h+var_228], ebx
0x800adc0L,add     esi, [esp+0FB4h+var_22C]
0x800adc7L,mov     edx, [esp+0FB4h+var_FA4]
0x800adcbL,adc     edi, [esp+0FB4h+var_228]
0x800add2L,mov     ecx, esi
0x800add4L,mov     esi, [esp+0FB4h+var_F8C]
0x800add8L,mov     ebx, edi
0x800addaL,add     esi, ecx
0x800addcL,mov     edi, [esp+0FB4h+var_F88]
0x800ade0L,adc     edi, ebx
0x800ade2L,mov     [esp+0FB4h+var_F9C], ecx
0x800ade6L,mov     [esp+0FB4h+var_F88], edi
0x800adeaL,mov     ecx, [esp+0FB4h+var_FA0]
0x800adeeL,mov     edi, edx
0x800adf0L,mov     eax, [esp+0FB4h+var_FA4]
0x800adf4L,shrd    edx, ecx, 1Ch
0x800adf8L,shrd    ecx, edi, 1Ch
0x800adfcL,mov     [esp+0FB4h+var_F98], ebx
0x800ae00L,mov     ebx, ecx
0x800ae02L,mov     ecx, edx
0x800ae04L,mov     edx, [esp+0FB4h+var_FA0]
0x800ae08L,mov     edi, eax
0x800ae0aL,mov     [esp+0FB4h+var_F8C], esi
0x800ae0eL,shld    eax, edx, 1Eh
0x800ae12L,xor     ecx, eax
0x800ae14L,mov     eax, [esp+0FB4h+var_FA4]
0x800ae18L,shld    edx, edi, 1Eh
0x800ae1cL,xor     ebx, edx
0x800ae1eL,mov     edi, eax
0x800ae20L,mov     edx, [esp+0FB4h+var_FA0]
0x800ae24L,mov     esi, [esp+0FB4h+var_FA4]
0x800ae28L,shld    eax, edx, 19h
0x800ae2cL,shld    edx, edi, 19h
0x800ae30L,mov     edi, ecx
0x800ae32L,mov     ecx, [esp+0FB4h+var_FAC]
0x800ae36L,xor     edi, eax
0x800ae38L,mov     ebp, [esp+0FB4h+var_FA0]
0x800ae3cL,mov     [esp+0FB4h+var_224], edi
0x800ae43L,mov     edi, ebx
0x800ae45L,xor     edi, edx
0x800ae47L,mov     ebx, [esp+0FB4h+var_FA8]
0x800ae4bL,mov     [esp+0FB4h+var_220], edi
0x800ae52L,mov     edi, [esp+0FB4h+var_FA4]
0x800ae56L,or      edi, ecx
0x800ae58L,mov     ecx, [esp+0FB4h+var_FB4]
0x800ae5bL,mov     edx, edi
0x800ae5dL,mov     edi, [esp+0FB4h+var_FA0]
0x800ae61L,or      edi, ebx
0x800ae63L,mov     ebx, [esp+0FB4h+var_FB0]
0x800ae67L,mov     eax, edi
0x800ae69L,mov     edi, [esp+0FB4h+var_FAC]
0x800ae6dL,and     edi, esi
0x800ae6fL,and     eax, ebx
0x800ae71L,mov     ebx, edi
0x800ae73L,mov     edi, [esp+0FB4h+var_FA8]
0x800ae77L,and     edx, ecx
0x800ae79L,and     edi, ebp
0x800ae7bL,mov     ecx, edi
0x800ae7dL,mov     edi, edx
0x800ae7fL,or      edi, ebx
0x800ae81L,mov     ebx, [esp+0FB4h+var_224]
0x800ae88L,mov     [esp+0FB4h+var_21C], edi
0x800ae8fL,mov     edi, eax
0x800ae91L,or      edi, ecx
0x800ae93L,mov     esi, [esp+0FB4h+var_220]
0x800ae9aL,mov     [esp+0FB4h+var_218], edi
0x800aea1L,add     ebx, [esp+0FB4h+var_21C]
0x800aea8L,adc     esi, [esp+0FB4h+var_218]
0x800aeafL,mov     edx, ebx
0x800aeb1L,add     edx, [esp+0FB4h+var_F9C]
0x800aeb5L,mov     ecx, esi
0x800aeb7L,adc     ecx, [esp+0FB4h+var_F98]
0x800aebbL,mov     [esp+0FB4h+var_F9C], edx
0x800aebfL,mov     edx, [esp+0FB4h+var_F3C]
0x800aec3L,mov     [esp+0FB4h+var_F98], ecx
0x800aec7L,mov     edi, edx
0x800aec9L,mov     ecx, [esp+0FB4h+var_F38]
0x800aecdL,shrd    edx, ecx, 1
0x800aed1L,mov     eax, [esp+0FB4h+var_F3C]
0x800aed5L,shrd    ecx, edi, 1
0x800aed9L,mov     ebx, ecx
0x800aedbL,mov     edi, eax
0x800aeddL,mov     ecx, edx
0x800aedfL,mov     edx, [esp+0FB4h+var_F38]
0x800aee3L,shrd    eax, edx, 8
0x800aee7L,shrd    edx, edi, 8
0x800aeebL,xor     ecx, eax
0x800aeedL,xor     ebx, edx
0x800aeefL,mov     eax, [esp+0FB4h+var_F3C]
0x800aef3L,mov     edx, [esp+0FB4h+var_F38]
0x800aef7L,shrd    eax, edx, 7
0x800aefbL,shr     edx, 7
0x800aefeL,mov     edi, ecx
0x800af00L,xor     edi, eax
0x800af02L,mov     eax, [esp+0FB4h+var_ED4]
0x800af09L,mov     [esp+0FB4h+var_214], edi
0x800af10L,mov     edi, ebx
0x800af12L,xor     edi, edx
0x800af14L,add     eax, [esp+0FB4h+var_214]
0x800af1bL,mov     [esp+0FB4h+var_210], edi
0x800af22L,mov     edx, [esp+0FB4h+var_ED0]
0x800af29L,adc     edx, [esp+0FB4h+var_210]
0x800af30L,mov     esi, eax
0x800af32L,add     esi, [esp+0FB4h+var_F04]
0x800af39L,mov     eax, [esp+0FB4h+var_EFC]
0x800af40L,mov     edi, edx
0x800af42L,mov     edx, [esp+0FB4h+var_EF8]
0x800af49L,mov     ebp, eax
0x800af4bL,mov     ecx, eax
0x800af4dL,adc     edi, [esp+0FB4h+var_F00]
0x800af54L,mov     ebx, edx
0x800af56L,shrd    ecx, edx, 13h
0x800af5aL,shrd    ebx, eax, 13h
0x800af5eL,shld    eax, edx, 3
0x800af62L,shld    edx, ebp, 3
0x800af66L,xor     ecx, eax
0x800af68L,xor     ebx, edx
0x800af6aL,mov     eax, [esp+0FB4h+var_EFC]
0x800af71L,mov     edx, [esp+0FB4h+var_EF8]
0x800af78L,shrd    eax, edx, 6
0x800af7cL,shr     edx, 6
0x800af7fL,xor     ecx, eax
0x800af81L,mov     [esp+0FB4h+var_20C], ecx
0x800af88L,xor     ebx, edx
0x800af8aL,add     esi, [esp+0FB4h+var_20C]
0x800af91L,mov     [esp+0FB4h+var_208], ebx
0x800af98L,adc     edi, [esp+0FB4h+var_208]
0x800af9fL,mov     [esp+0FB4h+var_F04], esi
0x800afa6L,mov     ecx, [esp+0FB4h+var_F74]
0x800afaaL,mov     [esp+0FB4h+var_F00], edi
0x800afb1L,mov     [esp+0FB4h+var_48], edi
0x800afb8L,mov     edx, ecx
0x800afbaL,mov     edi, [esp+0FB4h+var_F7C]
0x800afbeL,mov     ebx, [esp+0FB4h+var_F70]
0x800afc2L,xor     edx, edi
0x800afc4L,mov     edi, [esp+0FB4h+var_F8C]
0x800afc8L,and     edx, edi
0x800afcaL,mov     eax, [esp+0FB4h+var_F78]
0x800afceL,mov     edi, edx
0x800afd0L,xor     eax, ebx
0x800afd2L,xor     edi, ecx
0x800afd4L,mov     ebx, [esp+0FB4h+var_F88]
0x800afd8L,and     eax, ebx
0x800afdaL,mov     [esp+0FB4h+var_204], edi
0x800afe1L,mov     [esp+0FB4h+var_4C], esi
0x800afe8L,mov     edi, [esp+0FB4h+var_F70]
0x800afecL,mov     esi, [esp+0FB4h+var_F04]
0x800aff3L,xor     edi, eax
0x800aff5L,add     esi, 40C72493h
0x800affbL,mov     [esp+0FB4h+var_200], edi
0x800b002L,mov     eax, esi
0x800b004L,mov     edi, [esp+0FB4h+var_F00]
0x800b00bL,adc     edi, 32CAAB7Bh
0x800b011L,add     eax, [esp+0FB4h+var_F84]
0x800b015L,mov     edx, edi
0x800b017L,mov     ebx, eax
0x800b019L,adc     edx, [esp+0FB4h+var_F80]
0x800b01dL,add     ebx, [esp+0FB4h+var_204]
0x800b024L,mov     esi, edx
0x800b026L,mov     eax, [esp+0FB4h+var_F8C]
0x800b02aL,adc     esi, [esp+0FB4h+var_200]
0x800b031L,mov     edx, [esp+0FB4h+var_F88]
0x800b035L,mov     edi, esi
0x800b037L,mov     ecx, eax
0x800b039L,mov     esi, ebx
0x800b03bL,mov     ebx, edx
0x800b03dL,shrd    ecx, edx, 0Eh
0x800b041L,shrd    ebx, eax, 0Eh
0x800b045L,mov     ebp, eax
0x800b047L,shrd    eax, edx, 12h
0x800b04bL,xor     ecx, eax
0x800b04dL,mov     eax, [esp+0FB4h+var_F8C]
0x800b051L,shrd    edx, ebp, 12h
0x800b055L,xor     ebx, edx
0x800b057L,mov     ebp, eax
0x800b059L,mov     edx, [esp+0FB4h+var_F88]
0x800b05dL,shld    eax, edx, 17h
0x800b061L,shld    edx, ebp, 17h
0x800b065L,xor     ecx, eax
0x800b067L,xor     ebx, edx
0x800b069L,mov     [esp+0FB4h+var_1FC], ecx
0x800b070L,mov     [esp+0FB4h+var_1F8], ebx
0x800b077L,mov     ebx, esi
0x800b079L,mov     esi, edi
0x800b07bL,add     ebx, [esp+0FB4h+var_1FC]
0x800b082L,mov     edx, [esp+0FB4h+var_FB4]
0x800b085L,adc     esi, [esp+0FB4h+var_1F8]
0x800b08cL,mov     ecx, [esp+0FB4h+var_FB0]
0x800b090L,add     edx, ebx
0x800b092L,mov     [esp+0FB4h+var_FB4], ebx
0x800b095L,adc     ecx, esi
0x800b097L,mov     [esp+0FB4h+var_FB0], esi
0x800b09bL,mov     eax, [esp+0FB4h+var_F9C]
0x800b09fL,mov     [esp+0FB4h+var_F6C], edx
0x800b0a3L,mov     edi, eax
0x800b0a5L,mov     edx, [esp+0FB4h+var_F98]
0x800b0a9L,shrd    eax, edx, 1Ch
0x800b0adL,shrd    edx, edi, 1Ch
0x800b0b1L,mov     [esp+0FB4h+var_F68], ecx
0x800b0b5L,mov     ebx, edx
0x800b0b7L,mov     ecx, eax
0x800b0b9L,mov     edx, [esp+0FB4h+var_F98]
0x800b0bdL,mov     eax, [esp+0FB4h+var_F9C]
0x800b0c1L,mov     ebp, [esp+0FB4h+var_F9C]
0x800b0c5L,mov     edi, eax
0x800b0c7L,mov     esi, [esp+0FB4h+var_FA8]
0x800b0cbL,shld    eax, edx, 1Eh
0x800b0cfL,xor     ecx, eax
0x800b0d1L,mov     eax, [esp+0FB4h+var_F9C]
0x800b0d5L,shld    edx, edi, 1Eh
0x800b0d9L,xor     ebx, edx
0x800b0dbL,mov     edi, eax
0x800b0ddL,mov     edx, [esp+0FB4h+var_F98]
0x800b0e1L,shld    eax, edx, 19h
0x800b0e5L,shld    edx, edi, 19h
0x800b0e9L,mov     edi, ecx
0x800b0ebL,mov     ecx, [esp+0FB4h+var_FA4]
0x800b0efL,xor     edi, eax
0x800b0f1L,mov     [esp+0FB4h+var_1F4], edi
0x800b0f8L,mov     edi, ebx
0x800b0faL,xor     edi, edx
0x800b0fcL,mov     ebx, [esp+0FB4h+var_FA0]
0x800b100L,mov     [esp+0FB4h+var_1F0], edi
0x800b107L,mov     edi, [esp+0FB4h+var_F9C]
0x800b10bL,or      edi, ecx
0x800b10dL,mov     ecx, [esp+0FB4h+var_FAC]
0x800b111L,mov     edx, edi
0x800b113L,mov     edi, [esp+0FB4h+var_F98]
0x800b117L,or      edi, ebx
0x800b119L,and     edx, ecx
0x800b11bL,mov     eax, edi
0x800b11dL,mov     edi, [esp+0FB4h+var_FA4]
0x800b121L,and     edi, ebp
0x800b123L,mov     ecx, [esp+0FB4h+var_F98]
0x800b127L,mov     ebx, edi
0x800b129L,mov     edi, [esp+0FB4h+var_FA0]
0x800b12dL,and     edi, ecx
0x800b12fL,and     eax, esi
0x800b131L,mov     ecx, edi
0x800b133L,mov     edi, edx
0x800b135L,or      edi, ebx
0x800b137L,mov     esi, [esp+0FB4h+var_1F4]
0x800b13eL,mov     [esp+0FB4h+var_1EC], edi
0x800b145L,mov     edi, eax
0x800b147L,or      edi, ecx
0x800b149L,add     esi, [esp+0FB4h+var_1EC]
0x800b150L,mov     [esp+0FB4h+var_1E8], edi
0x800b157L,mov     edi, [esp+0FB4h+var_1F0]
0x800b15eL,adc     edi, [esp+0FB4h+var_1E8]
0x800b165L,mov     eax, esi
0x800b167L,add     eax, [esp+0FB4h+var_FB4]
0x800b16aL,mov     edx, edi
0x800b16cL,adc     edx, [esp+0FB4h+var_FB0]
0x800b170L,mov     [esp+0FB4h+var_FB4], eax
0x800b173L,mov     [esp+0FB4h+var_FB0], edx
0x800b177L,mov     edx, [esp+0FB4h+var_F34]
0x800b17eL,mov     edi, edx
0x800b180L,mov     ecx, [esp+0FB4h+var_F30]
0x800b187L,shrd    edx, ecx, 1
0x800b18bL,mov     eax, [esp+0FB4h+var_F34]
0x800b192L,shrd    ecx, edi, 1
0x800b196L,mov     ebx, ecx
0x800b198L,mov     edi, eax
0x800b19aL,mov     ecx, edx
0x800b19cL,mov     edx, [esp+0FB4h+var_F30]
0x800b1a3L,shrd    eax, edx, 8
0x800b1a7L,shrd    edx, edi, 8
0x800b1abL,xor     ecx, eax
0x800b1adL,xor     ebx, edx
0x800b1afL,mov     eax, [esp+0FB4h+var_F34]
0x800b1b6L,mov     edx, [esp+0FB4h+var_F30]
0x800b1bdL,shrd    eax, edx, 7
0x800b1c1L,shr     edx, 7
0x800b1c4L,mov     edi, ecx
0x800b1c6L,xor     edi, eax
0x800b1c8L,mov     eax, [esp+0FB4h+var_F3C]
0x800b1ccL,mov     [esp+0FB4h+var_1E4], edi
0x800b1d3L,mov     edi, ebx
0x800b1d5L,xor     edi, edx
0x800b1d7L,add     eax, [esp+0FB4h+var_1E4]
0x800b1deL,mov     [esp+0FB4h+var_1E0], edi
0x800b1e5L,mov     edx, [esp+0FB4h+var_F38]
0x800b1e9L,adc     edx, [esp+0FB4h+var_1E0]
0x800b1f0L,mov     ebx, eax
0x800b1f2L,add     ebx, [esp+0FB4h+var_F5C]
0x800b1f6L,mov     esi, edx
0x800b1f8L,adc     esi, [esp+0FB4h+var_F58]
0x800b1fcL,mov     eax, [esp+0FB4h+var_F0C]
0x800b203L,mov     edx, [esp+0FB4h+var_F08]
0x800b20aL,mov     edi, esi
0x800b20cL,mov     ebp, eax
0x800b20eL,mov     esi, ebx
0x800b210L,mov     ecx, eax
0x800b212L,mov     ebx, edx
0x800b214L,shrd    ecx, edx, 13h
0x800b218L,shrd    ebx, eax, 13h
0x800b21cL,shld    eax, edx, 3
0x800b220L,shld    edx, ebp, 3
0x800b224L,xor     ecx, eax
0x800b226L,xor     ebx, edx
0x800b228L,mov     eax, [esp+0FB4h+var_F0C]
0x800b22fL,mov     edx, [esp+0FB4h+var_F08]
0x800b236L,shrd    eax, edx, 6
0x800b23aL,shr     edx, 6
0x800b23dL,xor     ecx, eax
0x800b23fL,xor     ebx, edx
0x800b241L,mov     [esp+0FB4h+var_1DC], ecx
0x800b248L,mov     [esp+0FB4h+var_1D8], ebx
0x800b24fL,mov     ebx, esi
0x800b251L,add     ebx, [esp+0FB4h+var_1DC]
0x800b258L,mov     esi, edi
0x800b25aL,adc     esi, [esp+0FB4h+var_1D8]
0x800b261L,mov     ecx, [esp+0FB4h+var_F7C]
0x800b265L,mov     edi, [esp+0FB4h+var_F8C]
0x800b269L,mov     [esp+0FB4h+var_F5C], ebx
0x800b26dL,xor     edi, ecx
0x800b26fL,mov     [esp+0FB4h+var_F58], esi
0x800b273L,mov     [esp+0FB4h+var_44], ebx
0x800b27aL,mov     [esp+0FB4h+var_40], esi
0x800b281L,mov     ebx, [esp+0FB4h+var_F78]
0x800b285L,mov     edx, edi
0x800b287L,mov     edi, [esp+0FB4h+var_F88]
0x800b28bL,mov     esi, [esp+0FB4h+var_F58]
0x800b28fL,xor     edi, ebx
0x800b291L,mov     ebx, [esp+0FB4h+var_F68]
0x800b295L,mov     eax, edi
0x800b297L,mov     edi, [esp+0FB4h+var_F6C]
0x800b29bL,and     edx, edi
0x800b29dL,and     eax, ebx
0x800b29fL,mov     edi, edx
0x800b2a1L,mov     ebx, [esp+0FB4h+var_F5C]
0x800b2a5L,xor     edi, ecx
0x800b2a7L,mov     [esp+0FB4h+var_1D4], edi
0x800b2aeL,mov     edi, [esp+0FB4h+var_F78]
0x800b2b2L,xor     edi, eax
0x800b2b4L,add     ebx, 15C9BEBCh
0x800b2baL,mov     eax, ebx
0x800b2bcL,mov     [esp+0FB4h+var_1D0], edi
0x800b2c3L,adc     esi, 3C9EBE0Ah
0x800b2c9L,add     eax, [esp+0FB4h+var_F74]
0x800b2cdL,mov     edx, esi
0x800b2cfL,mov     ebx, eax
0x800b2d1L,adc     edx, [esp+0FB4h+var_F70]
0x800b2d5L,add     ebx, [esp+0FB4h+var_1D4]
0x800b2dcL,mov     eax, [esp+0FB4h+var_F6C]
0x800b2e0L,mov     esi, edx
0x800b2e2L,adc     esi, [esp+0FB4h+var_1D0]
0x800b2e9L,mov     edx, [esp+0FB4h+var_F68]
0x800b2edL,mov     ebp, eax
0x800b2efL,mov     edi, esi
0x800b2f1L,shrd    eax, edx, 0Eh
0x800b2f5L,shrd    edx, ebp, 0Eh
0x800b2f9L,mov     esi, ebx
0x800b2fbL,mov     ecx, eax
0x800b2fdL,mov     ebx, edx
0x800b2ffL,mov     eax, [esp+0FB4h+var_F6C]
0x800b303L,mov     edx, [esp+0FB4h+var_F68]
0x800b307L,mov     ebp, eax
0x800b309L,shrd    eax, edx, 12h
0x800b30dL,xor     ecx, eax
0x800b30fL,mov     eax, [esp+0FB4h+var_F6C]
0x800b313L,shrd    edx, ebp, 12h
0x800b317L,xor     ebx, edx
0x800b319L,mov     ebp, eax
0x800b31bL,mov     edx, [esp+0FB4h+var_F68]
0x800b31fL,shld    eax, edx, 17h
0x800b323L,shld    edx, ebp, 17h
0x800b327L,xor     ecx, eax
0x800b329L,xor     ebx, edx
0x800b32bL,mov     [esp+0FB4h+var_1CC], ecx
0x800b332L,mov     [esp+0FB4h+var_1C8], ebx
0x800b339L,mov     ebx, esi
0x800b33bL,mov     esi, edi
0x800b33dL,add     ebx, [esp+0FB4h+var_1CC]
0x800b344L,mov     edx, [esp+0FB4h+var_FAC]
0x800b348L,adc     esi, [esp+0FB4h+var_1C8]
0x800b34fL,mov     ecx, [esp+0FB4h+var_FA8]
0x800b353L,add     edx, ebx
0x800b355L,mov     [esp+0FB4h+var_FAC], ebx
0x800b359L,adc     ecx, esi
0x800b35bL,mov     [esp+0FB4h+var_F74], edx
0x800b35fL,mov     edx, [esp+0FB4h+var_FB4]
0x800b362L,mov     [esp+0FB4h+var_FA8], esi
0x800b366L,mov     edi, edx
0x800b368L,mov     [esp+0FB4h+var_F70], ecx
0x800b36cL,mov     ecx, [esp+0FB4h+var_FB0]
0x800b370L,mov     eax, [esp+0FB4h+var_FB4]
0x800b373L,shrd    edx, ecx, 1Ch
0x800b377L,shrd    ecx, edi, 1Ch
