0x8000000L,mov     eax, [esp+mode]
0x8000419L,mov     edx, eax
0x800041bL,sar     edx, 1Fh
0x800041eL,idiv    esi
0x8000420L,mov     eax, [esp+0BCh+var_B0]
0x8000424L,or      eax, edx
0x8000426L,jnz     loc_8000895
0x800042cL,mov     eax, [esp+0BCh+var_98]
0x8000430L,imul    edi
0x8000432L,sar     edx, 2
0x8000435L,mov     eax, [esp+0BCh+var_98]
0x8000439L,sar     eax, 1Fh
0x800043cL,sub     edx, eax
0x800043eL,mov     eax, [esp+0BCh+var_A0]
0x8000442L,mov     [esp+0BCh+var_B0], edx
0x8000446L,imul    edi
0x8000448L,sar     edx, 2
0x800044bL,mov     eax, [esp+0BCh+var_A0]
0x800044fL,sar     eax, 1Fh
0x8000452L,sub     edx, eax
0x8000454L,cmp     ebp, 3B9ACA00h
0x800045aL,mov     [esp+0BCh+var_A0], edx
0x800045eL,jle     loc_80008A2
0x8000464L,mov     eax, ecx
0x8000466L,imul    edi
0x8000468L,sar     edx, 2
0x800046bL,mov     eax, ecx
0x800046dL,sar     eax, 1Fh
0x8000470L,sub     edx, eax
0x8000472L,lea     eax, [edx+edx*4]
0x8000475L,add     eax, eax
0x8000477L,sub     ecx, eax
0x8000479L,mov     eax, [esp+0BCh+var_B0]
0x800047dL,mov     edx, eax
0x800047fL,sar     edx, 1Fh
0x8000482L,idiv    esi
0x8000484L,mov     eax, [esp+0BCh+var_A0]
0x8000488L,or      ecx, edx
0x800048aL,mov     edx, eax
0x800048cL,sar     edx, 1Fh
0x800048fL,idiv    esi
0x8000491L,or      ecx, edx
0x8000493L,mov     [esp+0BCh+var_A0], ecx
0x8000497L,jnz     loc_80008A2
0x800049dL,mov     eax, [esp+0BCh+var_94]
0x80004a1L,mov     edx, [esp+0BCh+var_AC]
0x80004a5L,or      eax, edx
0x80004a7L,mov     ecx, [esp+0BCh+var_90]
0x80004abL,or      eax, ecx
0x80004adL,test    al, 1
0x80004afL,jz      loc_80005D0
0x80004b5L,or      edi, 0FFFFFFFFh
0x80004b8L,mov     [esp+0BCh+var_B0], 3B9ACA00h
0x80004c0L,mov     esi, [esp+0BCh+var_A8]
0x80004c4L,mov     eax, [esp+0BCh+var_B0]
0x80004c8L,mov     [esi+8], eax
0x80004cbL,mov     ebp, [esp+0BCh+var_B8]
0x80004cfL,mov     ecx, 1
0x80004d4L,cmp     [esp+0BCh+var_AC], ebp
0x80004d8L,jg      loc_8000140
0x80004deL,mov     eax, [esp+0BCh+var_B4]
0x80004e2L,mov     esi, 3E8h
0x80004e7L,mov     edx, eax
0x80004e9L,sar     edx, 1Fh
0x80004ecL,idiv    esi
0x80004eeL,mov     eax, [esp+0BCh+var_B4]
0x80004f2L,sub     eax, edx
0x80004f4L,mov     [esp+0BCh+var_B4], eax
0x80004f8L,mov     eax, [esp+0BCh+var_B4]
0x80004fcL,cmp     [esp+0BCh+var_A4], eax
0x8000500L,jl      short loc_800050E
0x8000502L,mov     eax, [esp+0BCh+var_AC]
0x8000506L,cmp     ebp, eax
0x8000508L,jz      loc_8000140
0x800050eL,mov     ebp, [esp+0BCh+var_B8]
0x8000512L,or      ecx, 0FFFFFFFFh
0x8000515L,and     edi, ebp
0x8000517L,cmp     [esp+0BCh+var_AC], edi
0x800051bL,jl      loc_8000140
0x8000521L,jz      loc_8000650
0x8000527L,mov     eax, [esp+0BCh+var_94]
0x800052bL,mov     edx, 38E38E39h
0x8000530L,mov     [esp+0BCh+var_8C], eax
0x8000534L,mov     eax, [esp+0BCh+var_9C]
0x8000538L,mov     [esp+0BCh+var_88], eax
0x800053cL,mov     eax, [esp+0BCh+var_B0]
0x8000540L,imul    edx
0x8000542L,mov     eax, [esp+0BCh+var_B0]
0x8000546L,mov     ecx, [esp+0BCh+var_A0]
0x800054aL,sar     eax, 1Fh
0x800054dL,mov     edi, [esp+0BCh+var_AC]
0x8000551L,sar     edx, 1
0x8000553L,or      ecx, edi
0x8000555L,sub     edx, eax
0x8000557L,mov     eax, [esp+0BCh+var_A4]
0x800055bL,add     eax, edx
0x800055dL,mov     [esp+0BCh+var_84], ecx
0x8000561L,mov     [esp+0BCh+var_80], eax
0x8000565L,mov     eax, [ebx+10h]
0x8000568L,and     eax, 0F000h
0x800056dL,cmp     eax, 0A000h
0x8000572L,jz      short loc_8000593
0x8000574L,push    ebx
0x8000575L,push    ebx
0x8000576L,lea     ebx, [esp+0C4h+var_8C]
0x800057aL,push    ebx
0x800057bL,mov     esi, [esp+0C8h+arg_0]
0x8000582L,push    esi
0x8000583L,call    utimens
0x8000588L,add     esp, 10h
0x800058bL,test    eax, eax
0x800058dL,jz      loc_80006BA
0x8000593L,mov     ecx, 0FFFFFFFEh
0x8000598L,jmp     loc_8000140
0x80005a0L,or      eax, 0FFFFFFFFh
0x80005a3L,mov     [esp+0BCh+var_B0], 3E8h
0x80005abL,mov     esi, [esp+0BCh+var_A8]
0x80005afL,mov     ebx, [esp+0BCh+var_B0]
0x80005b3L,mov     [esi+8], ebx
0x80005b6L,mov     byte ptr [esi+0Ch], 1
0x80005baL,jmp     loc_80000F1
0x80005c0L,mov     ds:new_dst_res_3247, 0
0x80005caL,jmp     loc_80000D0
0x80005d0L,mov     edi, 0FFFFFFFEh
0x80005d5L,mov     [esp+0BCh+var_A0], 1
0x80005ddL,mov     [esp+0BCh+var_B0], 77359400h
0x80005e5L,jmp     loc_80004C0
0x80005f0L,sub     esp, 0Ch
0x80005f3L,push    offset free
0x80005f8L,push    offset dev_info_compare
0x80005fdL,push    offset dev_info_hash
0x8000602L,push    0
0x8000604L,push    10h
0x8000606L,call    hash_initialize
0x800060bL,add     esp, 20h
0x800060eL,mov     ecx, eax
0x8000610L,mov     ds:ht_3246, eax
0x8000615L,jmp     loc_8000090
0x8000620L,sub     esp, 0Ch
0x8000623L,push    10h             ; size_t
0x8000625L,call    xmalloc
0x800062aL,mov     ecx, ds:ht_3246
0x8000630L,mov     ds:new_dst_res_3247, eax
0x8000635L,mov     dword ptr [eax+8], 77359400h
0x800063cL,mov     byte ptr [eax+0Ch], 0
0x8000640L,add     esp, 10h
0x8000643L,mov     edx, eax
0x8000645L,jmp     loc_800009E
0x800064aL,call    xalloc_die
0x800064fL,nop
0x8000650L,mov     eax, [esp+0BCh+var_B4]
0x8000654L,mov     edx, eax
0x8000656L,sar     edx, 1Fh
0x8000659L,idiv    [esp+0BCh+var_B0]
0x800065dL,mov     eax, [esp+0BCh+var_B4]
0x8000661L,sub     eax, edx
0x8000663L,cmp     [esp+0BCh+var_A4], eax
0x8000667L,jge     loc_8000527
0x800066dL,jmp     loc_8000140
0x8000672L,mov     eax, [esp+0BCh+var_A8]
0x8000676L,or      edi, 0FFFFFFFFh
0x8000679L,mov     [esp+0BCh+var_B0], 2710h
0x8000681L,mov     dword ptr [eax+8], 2710h
0x8000688L,jmp     loc_80004CB
0x800068dL,mov     [esp+0BCh+var_B0], 186A0h
0x8000695L,mov     edi, [esp+0BCh+var_A8]
0x8000699L,mov     eax, [esp+0BCh+var_B0]
0x800069dL,mov     [esp+0BCh+var_A0], 0
0x80006a5L,mov     [edi+8], eax
0x80006a8L,or      edi, 0FFFFFFFFh
0x80006abL,jmp     loc_80004CB
0x80006b0L,mov     [esp+0BCh+var_B0], 0F4240h
0x80006b8L,jmp     short loc_8000695
0x80006baL,push    eax
0x80006bbL,lea     eax, [esp+0C0h+var_7C]
0x80006bfL,push    eax
0x80006c0L,mov     eax, [esp+0C4h+arg_0]
0x80006c7L,push    eax
0x80006c8L,push    3
0x80006caL,call    __xstat64
0x80006cfL,mov     edx, [esp+0CCh+var_A4]
0x80006d3L,mov     esi, eax
0x80006d5L,mov     eax, [esp+0CCh+var_30]
0x80006dcL,xor     edx, eax
0x80006deL,mov     ecx, [esp+0CCh+var_34]
0x80006e5L,mov     eax, [esp+0CCh+var_AC]
0x80006e9L,add     esp, 10h
0x80006ecL,xor     eax, ecx
0x80006eeL,or      eax, edx
0x80006f0L,or      eax, esi
0x80006f2L,jnz     loc_80008AF
0x80006f8L,mov     eax, [esp+0BCh+var_34]
0x80006ffL,mov     ebx, [esp+0BCh+var_30]
0x8000706L,and     eax, 1
0x8000709L,mov     ecx, eax
0x800070bL,shl     ecx, 5
0x800070eL,sub     ecx, eax
0x8000710L,mov     edx, ecx
0x8000712L,shl     edx, 6
0x8000715L,sub     edx, ecx
0x8000717L,lea     eax, [eax+edx*8]
0x800071aL,mov     edx, 10624DD3h
0x800071fL,lea     eax, [eax+eax*4]
0x8000722L,lea     eax, [eax+eax*4]
0x8000725L,lea     ecx, [eax+eax*4]
0x8000728L,shl     ecx, 9
0x800072bL,add     ecx, ebx
0x800072dL,mov     eax, ecx
0x800072fL,imul    edx
0x8000731L,sar     edx, 6
0x8000734L,sar     ecx, 1Fh
0x8000737L,mov     ebx, edx
0x8000739L,sub     ebx, ecx
0x800073bL,mov     ecx, 0Ah
0x8000740L,mov     edx, ebx
0x8000742L,mov     eax, ebx
0x8000744L,sar     edx, 1Fh
0x8000747L,idiv    ecx
0x8000749L,test    edx, edx
0x800074bL,jz      loc_80005A0
0x8000751L,mov     edi, [esp+0BCh+var_B0]
0x8000755L,cmp     edi, 2710h
0x800075bL,jz      loc_8000880
0x8000761L,mov     eax, ebx
0x8000763L,mov     esi, 66666667h
0x8000768L,imul    esi
0x800076aL,sar     edx, 2
0x800076dL,mov     eax, ebx
0x800076fL,sar     eax, 1Fh
0x8000772L,mov     ebx, edx
0x8000774L,sub     ebx, eax
0x8000776L,mov     eax, ebx
0x8000778L,imul    esi
0x800077aL,sar     edx, 2
0x800077dL,mov     eax, ebx
0x800077fL,sar     eax, 1Fh
0x8000782L,mov     ecx, edx
0x8000784L,sub     ecx, eax
0x8000786L,lea     eax, [ecx+ecx*4]
0x8000789L,add     eax, eax
0x800078bL,cmp     ebx, eax
0x800078dL,jz      loc_800090A
0x8000793L,cmp     edi, 186A0h
0x8000799L,jz      loc_8000880
0x800079fL,mov     eax, ecx
0x80007a1L,imul    esi
0x80007a3L,sar     edx, 2
0x80007a6L,mov     eax, ecx
0x80007a8L,sar     eax, 1Fh
0x80007abL,mov     ebx, edx
0x80007adL,sub     ebx, eax
0x80007afL,lea     eax, [ebx+ebx*4]
0x80007b2L,add     eax, eax
0x80007b4L,cmp     ecx, eax
0x80007b6L,jz      loc_80008FD
0x80007bcL,cmp     edi, 0F4240h
0x80007c2L,jz      loc_8000880
0x80007c8L,mov     eax, ebx
0x80007caL,imul    esi
0x80007ccL,sar     edx, 2
0x80007cfL,mov     eax, ebx
0x80007d1L,sar     eax, 1Fh
0x80007d4L,mov     ecx, edx
0x80007d6L,sub     ecx, eax
0x80007d8L,lea     eax, [ecx+ecx*4]
0x80007dbL,add     eax, eax
0x80007ddL,cmp     ebx, eax
0x80007dfL,jz      loc_80008F3
0x80007e5L,cmp     edi, 989680h
0x80007ebL,jz      loc_8000880
0x80007f1L,mov     eax, ecx
0x80007f3L,imul    esi
0x80007f5L,mov     eax, edx
0x80007f7L,mov     edx, ecx
0x80007f9L,sar     eax, 2
0x80007fcL,sar     edx, 1Fh
0x80007ffL,sub     eax, edx
0x8000801L,lea     eax, [eax+eax*4]
0x8000804L,add     eax, eax
0x8000806L,cmp     ecx, eax
0x8000808L,jz      loc_80008E9
0x800080eL,cmp     edi, 5F5E100h
0x8000814L,jz      short loc_8000880
0x8000816L,mov     eax, ecx
0x8000818L,mov     ebx, 66666667h
0x800081dL,imul    ebx
0x800081fL,sar     edx, 2
0x8000822L,sar     ecx, 1Fh
0x8000825L,mov     esi, edx
0x8000827L,sub     esi, ecx
0x8000829L,mov     eax, esi
0x800082bL,imul    ebx
0x800082dL,sar     edx, 2
0x8000830L,mov     eax, esi
0x8000832L,sar     eax, 1Fh
0x8000835L,mov     ecx, edx
0x8000837L,sub     ecx, eax
0x8000839L,lea     eax, [ecx+ecx*4]
0x800083cL,add     eax, eax
0x800083eL,cmp     esi, eax
0x8000840L,jz      loc_80008DF
0x8000846L,cmp     edi, 3B9ACA00h
0x800084cL,jz      short loc_8000880
0x800084eL,mov     eax, ecx
0x8000850L,mov     [esp+0BCh+var_B0], 77359400h
0x8000858L,imul    ebx
0x800085aL,mov     eax, edx
0x800085cL,mov     edx, ecx
0x800085eL,sar     edx, 1Fh
0x8000861L,sar     eax, 2
0x8000864L,sub     eax, edx
0x8000866L,lea     edx, [eax+eax*4]
0x8000869L,mov     eax, 0FFFFFFFEh
0x800086eL,add     edx, edx
0x8000870L,cmp     ecx, edx
0x8000872L,jnz     loc_80005AB
0x8000878L,mov     [esp+0BCh+var_B0], 3B9ACA00h
0x8000880L,or      eax, 0FFFFFFFFh
0x8000883L,jmp     loc_80005AB
0x8000888L,mov     [esp+0BCh+var_B0], 989680h
0x8000890L,jmp     loc_8000695
0x8000895L,mov     [esp+0BCh+var_B0], 5F5E100h
0x800089dL,jmp     loc_8000695
0x80008a2L,mov     [esp+0BCh+var_B0], 3B9ACA00h
0x80008aaL,jmp     loc_8000695
0x80008afL,mov     eax, [esp+0BCh+var_AC]
0x80008b3L,mov     [esp+0BCh+var_84], eax
0x80008b7L,mov     eax, [esp+0BCh+var_A4]
0x80008bbL,mov     [esp+0BCh+var_80], eax
0x80008bfL,push    edi
0x80008c0L,push    edi
0x80008c1L,push    ebx
0x80008c2L,mov     ebp, [esp+0C8h+arg_0]
0x80008c9L,push    ebp
0x80008caL,call    utimens
0x80008cfL,add     esp, 10h
0x80008d2L,test    esi, esi
0x80008d4L,jnz     loc_8000593
0x80008daL,jmp     loc_80006F8
0x80008dfL,mov     [esp+0BCh+var_B0], 5F5E100h
0x80008e7L,jmp     short loc_8000880
0x80008e9L,mov     [esp+0BCh+var_B0], 989680h
0x80008f1L,jmp     short loc_8000880
0x80008f3L,mov     [esp+0BCh+var_B0], 0F4240h
0x80008fbL,jmp     short loc_8000880
0x80008fdL,mov     [esp+0BCh+var_B0], 186A0h
0x8000905L,jmp     loc_8000880
0x800090aL,mov     [esp+0BCh+var_B0], 2710h
0x8000912L,jmp     loc_8000880
0x8000000L,push    edi
0x8000001L,push    esi
0x8000002L,push    ebx
0x8000003L,sub     esp, 10h
0x8000006L,mov     edi, [esp+1Ch+arg_8]
0x800000aL,mov     ebx, [esp+1Ch+fd]
0x800000eL,mov     esi, [esp+1Ch+file]
0x8000012L,test    edi, edi
0x8000014L,jz      loc_8000098
0x800001aL,mov     eax, [edi]
0x800001cL,mov     ecx, 10624DD3h
0x8000021L,mov     [esp+1Ch+var_1C], eax
0x8000024L,mov     eax, ecx
0x8000026L,imul    dword ptr [edi+4]
0x8000029L,sar     edx, 6
0x800002cL,mov     eax, [edi+4]
0x800002fL,sar     eax, 1Fh
0x8000032L,sub     edx, eax
0x8000034L,mov     eax, [edi+8]
0x8000037L,mov     edi, [edi+0Ch]
0x800003aL,mov     [esp+1Ch+var_14], eax
0x800003eL,mov     eax, edi
0x8000040L,mov     [esp+1Ch+var_18], edx
0x8000044L,imul    ecx
0x8000046L,sar     edi, 1Fh
0x8000049L,sar     edx, 6
0x800004cL,sub     edx, edi
0x800004eL,mov     edi, esp
0x8000050L,mov     [esp+1Ch+var_10], edx
0x8000054L,test    ebx, ebx
0x8000056L,js      short loc_8000080
0x8000058L,push    edx
0x8000059L,push    edi
0x800005aL,push    0
0x800005cL,push    ebx
0x800005dL,call    futimesat
0x8000062L,add     esp, 10h
0x8000065L,test    eax, eax
0x8000067L,jz      short loc_8000079
0x8000069L,test    esi, esi
0x800006bL,jz      short loc_80000A0
0x800006dL,push    eax
0x800006eL,push    eax
0x800006fL,push    edi             ; tvp
0x8000070L,push    esi             ; file
0x8000071L,call    utimes
0x8000076L,add     esp, 10h
0x8000079L,add     esp, 10h
0x800007cL,pop     ebx
0x800007dL,pop     esi
0x800007eL,pop     edi
0x800007fL,retn
0x8000080L,push    ecx
0x8000081L,push    edi
0x8000082L,push    esi
0x8000083L,push    0FFFFFF9Ch
0x8000085L,call    futimesat
0x800008aL,add     esp, 10h
0x800008dL,add     esp, 10h
0x8000090L,pop     ebx
0x8000091L,pop     esi
0x8000092L,pop     edi
0x8000093L,retn
0x8000098L,xor     edi, edi
0x800009aL,jmp     short loc_8000054
0x80000a0L,call    __errno_location
0x80000a5L,mov     esi, eax
0x80000a7L,mov     edi, [eax]
0x80000a9L,or      eax, 0FFFFFFFFh
0x80000acL,cmp     edi, 26h
0x80000afL,jnz     short loc_8000079
0x80000b1L,sub     esp, 0Ch
0x80000b4L,push    ebx             ; fd
0x80000b5L,call    dup
0x80000baL,add     esp, 10h
0x80000bdL,mov     edx, [esi]
0x80000bfL,test    eax, eax
0x80000c1L,js      short loc_80000D6
0x80000c3L,sub     esp, 0Ch
0x80000c6L,push    eax             ; fd
0x80000c7L,call    close
0x80000ccL,add     esp, 10h
0x80000cfL,mov     [esi], edi
0x80000d1L,or      eax, 0FFFFFFFFh
0x80000d4L,jmp     short loc_8000079
0x80000d6L,cmp     edx, 9
0x80000d9L,jnz     short loc_80000CF
0x80000dbL,mov     edi, 9
0x80000e0L,jmp     short loc_80000CF
0x80000f0L,push    ebx
0x80000f1L,sub     esp, 18h
0x80000f4L,mov     ebx, [esp+1Ch+arg_4]
0x80000f8L,test    ebx, ebx
0x80000faL,jz      short loc_8000150
0x80000fcL,mov     eax, [ebx]
0x80000feL,mov     ecx, 10624DD3h
0x8000103L,mov     [esp+1Ch+var_1C], eax
0x8000106L,mov     eax, ecx
0x8000108L,imul    dword ptr [ebx+4]
0x800010bL,sar     edx, 6
0x800010eL,mov     eax, [ebx+4]
0x8000111L,sar     eax, 1Fh
0x8000114L,sub     edx, eax
0x8000116L,mov     eax, [ebx+8]
0x8000119L,mov     ebx, [ebx+0Ch]
0x800011cL,mov     [esp+1Ch+var_14], eax
0x8000120L,mov     eax, ebx
0x8000122L,mov     [esp+1Ch+var_18], edx
0x8000126L,imul    ecx
0x8000128L,sar     ebx, 1Fh
0x800012bL,mov     eax, esp
0x800012dL,sar     edx, 6
0x8000130L,sub     edx, ebx
0x8000132L,mov     [esp+1Ch+var_10], edx
0x8000136L,push    edx
0x8000137L,push    eax
0x8000138L,mov     ecx, [esp+24h+arg_0]
0x800013cL,push    ecx
0x800013dL,push    0FFFFFF9Ch
0x800013fL,call    futimesat
0x8000144L,add     esp, 28h
0x8000147L,pop     ebx
0x8000148L,retn
0x8000150L,xor     eax, eax
0x8000152L,jmp     short loc_8000136
0x8000000L,push    ebp
0x8000001L,mov     ebp, esp
0x8000003L,push    edi
0x8000004L,push    esi
0x8000005L,push    ebx
0x8000006L,sub     esp, 70h
0x8000009L,lea     eax, [ebp+var_28]
0x800000cL,lea     ebx, [ebp+var_38]
0x800000fL,push    ebx
0x8000010L,push    eax
0x8000011L,mov     eax, [ebp+arg_8]
0x8000014L,push    eax
0x8000015L,call    printf_parse
0x800001aL,add     esp, 10h
0x800001dL,test    eax, eax
0x800001fL,js      loc_8000940
0x8000025L,mov     edi, [ebp+arg_C]
0x8000028L,push    esi
0x8000029L,push    esi
0x800002aL,push    ebx
0x800002bL,push    edi
0x800002cL,call    printf_fetchargs
0x8000031L,add     esp, 10h
0x8000034L,test    eax, eax
0x8000036L,js      loc_8000918
0x800003cL,mov     edx, [ebp+var_20]
0x800003fL,mov     eax, [ebp+var_1C]
0x8000042L,add     eax, edx
0x8000044L,lea     edx, [eax+0Dh]
0x8000047L,cmp     edx, 0F9Fh
0x800004dL,jbe     loc_8000228
0x8000053L,sub     esp, 0Ch
0x8000056L,push    edx             ; size
0x8000057L,call    malloc
0x800005cL,add     esp, 10h
0x800005fL,mov     [ebp+format], eax
0x8000062L,test    eax, eax
0x8000064L,jz      loc_80008BB
0x800006aL,mov     [ebp+var_6C], eax
0x800006dL,mov     eax, [ebp+arg_0]
0x8000070L,test    eax, eax
0x8000072L,jz      loc_800024C
0x8000078L,mov     eax, [ebp+arg_4]
0x800007bL,mov     esi, [eax]
0x800007dL,mov     edi, [ebp+var_24]
0x8000080L,mov     ebx, [ebp+arg_0]
0x8000083L,xor     ecx, ecx
0x8000085L,mov     edx, [ebp+arg_8]
0x8000088L,mov     eax, [edi]
0x800008aL,mov     [ebp+ptr], ebx
0x800008dL,mov     [ebp+var_60], 0
0x8000094L,mov     ebx, esi
0x8000096L,cmp     eax, edx
0x8000098L,mov     esi, ecx
0x800009aL,jz      loc_8000588
0x80000a0L,sub     eax, edx
0x80000a2L,mov     ecx, eax
0x80000a4L,add     eax, esi
0x80000a6L,mov     [ebp+var_4C], eax
0x80000a9L,jb      loc_80009B8
0x80000afL,cmp     ebx, eax
0x80000b1L,jnb     loc_80005E0
0x80000b7L,mov     eax, 0Ch
0x80000bcL,test    ebx, ebx
0x80000beL,jz      short loc_80000C3
0x80000c0L,lea     eax, [ebx+ebx]
0x80000c3L,mov     ebx, eax
0x80000c5L,cmp     eax, [ebp+var_4C]
0x80000c8L,jnb     short loc_80000CD
0x80000caL,mov     ebx, [ebp+var_4C]
0x80000cdL,mov     eax, [ebp+ptr]
0x80000d0L,mov     [ebp+src], edx
0x80000d3L,cmp     eax, [ebp+arg_0]
0x80000d6L,mov     [ebp+n], ecx
0x80000d9L,setz    byte ptr [ebp+var_5C]
0x80000ddL,cmp     [ebp+ptr], 0
0x80000e1L,mov     al, byte ptr [ebp+var_5C]
0x80000e4L,jz      loc_80004B0
0x80000eaL,test    al, al
0x80000ecL,jnz     loc_80004B0
0x80000f2L,mov     ecx, [ebp+ptr]
0x80000f5L,push    edx
0x80000f6L,push    edx
0x80000f7L,push    ebx             ; size
0x80000f8L,push    ecx             ; ptr
0x80000f9L,call    realloc
0x80000feL,add     esp, 10h
0x8000101L,mov     [ebp+dest], eax
0x8000104L,mov     edx, [ebp+src]
0x8000107L,mov     ecx, [ebp+n]
0x800010aL,mov     eax, [ebp+dest]
0x800010dL,test    eax, eax
0x800010fL,jz      loc_80009B8
0x8000115L,test    esi, esi
0x8000117L,jz      short loc_800013D
0x8000119L,cmp     byte ptr [ebp+var_5C], 0
0x800011dL,jz      short loc_800013D
0x800011fL,push    eax
0x8000120L,mov     eax, [ebp+ptr]
0x8000123L,push    esi             ; n
0x8000124L,push    eax             ; src
0x8000125L,mov     eax, [ebp+dest]
0x8000128L,mov     [ebp+n], edx
0x800012bL,push    eax             ; dest
0x800012cL,mov     [ebp+var_5C], ecx
0x800012fL,call    memcpy
0x8000134L,add     esp, 10h
0x8000137L,mov     ecx, [ebp+var_5C]
0x800013aL,mov     edx, [ebp+n]
0x800013dL,mov     eax, [ebp+dest]
0x8000140L,add     esi, eax
0x8000142L,push    eax
0x8000143L,push    ecx             ; n
0x8000144L,push    edx             ; src
0x8000145L,push    esi             ; dest
0x8000146L,call    memcpy
0x800014bL,add     esp, 10h
0x800014eL,mov     eax, [ebp+var_60]
0x8000151L,cmp     [ebp+var_28], eax
0x8000154L,jz      loc_80009E0
0x800015aL,mov     al, [edi+24h]
0x800015dL,cmp     al, 25h
0x800015fL,jz      loc_80004E8
0x8000165L,mov     edx, [edi+28h]
0x8000168L,cmp     edx, 0FFFFFFFFh
0x800016bL,jz      loc_8000800     ; jumptable 08000366 default case
0x8000171L,cmp     al, 6Eh
0x8000173L,jz      loc_8000608
0x8000179L,shl     edx, 4
0x800017cL,mov     eax, [ebp+var_34]
0x800017fL,mov     [ebp+n], eax
0x8000182L,mov     eax, [eax+edx]
0x8000185L,mov     [ebp+ptr], eax
0x8000188L,mov     eax, [ebp+format]
0x800018bL,mov     byte ptr [eax], 25h
0x800018eL,mov     eax, [edi+8]
0x8000191L,test    al, 1
0x8000193L,jnz     loc_80005C8
0x8000199L,mov     ecx, [ebp+format]
0x800019cL,inc     ecx
0x800019dL,test    al, 2
0x800019fL,jz      short loc_80001A8
0x80001a1L,mov     byte ptr [ecx], 2Dh
0x80001a4L,inc     ecx
0x80001a5L,mov     eax, [edi+8]
0x80001a8L,test    al, 4
0x80001aaL,jz      short loc_80001B3
0x80001acL,mov     byte ptr [ecx], 2Bh
0x80001afL,inc     ecx
0x80001b0L,mov     eax, [edi+8]
0x80001b3L,test    al, 8
0x80001b5L,jz      short loc_80001BE
0x80001b7L,mov     byte ptr [ecx], 20h
0x80001baL,inc     ecx
0x80001bbL,mov     eax, [edi+8]
0x80001beL,test    al, 10h
0x80001c0L,jz      short loc_80001C9
0x80001c2L,mov     byte ptr [ecx], 23h
0x80001c5L,inc     ecx
0x80001c6L,mov     eax, [edi+8]
0x80001c9L,test    al, 20h
0x80001cbL,jz      short loc_80001D1
0x80001cdL,mov     byte ptr [ecx], 30h
0x80001d0L,inc     ecx
0x80001d1L,mov     eax, [edi+0Ch]
0x80001d4L,mov     esi, [edi+10h]
0x80001d7L,cmp     eax, esi
0x80001d9L,jz      short loc_80001F1
0x80001dbL,sub     esi, eax
0x80001ddL,mov     [ebp+var_5C], ecx
0x80001e0L,push    edx
0x80001e1L,push    esi             ; n
0x80001e2L,push    eax             ; src
0x80001e3L,push    ecx             ; dest
0x80001e4L,call    memcpy
0x80001e9L,mov     ecx, [ebp+var_5C]
0x80001ecL,add     ecx, esi
0x80001eeL,add     esp, 10h
0x80001f1L,mov     eax, [edi+18h]
0x80001f4L,mov     esi, [edi+1Ch]
0x80001f7L,cmp     eax, esi
0x80001f9L,jz      short loc_8000211
0x80001fbL,sub     esi, eax
0x80001fdL,mov     [ebp+var_5C], ecx
0x8000200L,push    edx
0x8000201L,push    esi             ; n
0x8000202L,push    eax             ; src
0x8000203L,push    ecx             ; dest
0x8000204L,call    memcpy
0x8000209L,mov     ecx, [ebp+var_5C]
0x800020cL,add     ecx, esi
0x800020eL,add     esp, 10h
0x8000211L,mov     eax, [ebp+ptr]
0x8000214L,sub     eax, 7          ; switch 10 cases 
0x8000217L,cmp     eax, 9
0x800021aL,ja      short loc_8000260; jumptable 0800021C default case
0x800021cL,jmp     ds:off_8000B40[eax*4]; switch jump
0x8000228L,add     eax, 2Bh
0x800022bL,mov     [ebp+var_6C], 0
0x8000232L,and     eax, 0FFFFFFF0h
0x8000235L,sub     esp, eax
0x8000237L,lea     eax, [esp+0Fh]
0x800023bL,and     eax, 0FFFFFFF0h
0x800023eL,mov     [ebp+format], eax
0x8000241L,mov     eax, [ebp+arg_0]
0x8000244L,test    eax, eax
0x8000246L,jnz     loc_8000078
0x800024cL,xor     esi, esi
0x800024eL,jmp     loc_800007D
0x8000258L,mov     byte ptr [ecx], 6Ch; jumptable 0800021C cases 9,10
0x800025bL,inc     ecx
0x800025cL,mov     byte ptr [ecx], 6Ch; jumptable 0800021C cases 7,8,14,16
0x800025fL,inc     ecx
0x8000260L,mov     al, [edi+24h]   ; jumptable 0800021C default case
0x8000263L,mov     byte ptr [ecx+1], 25h
0x8000267L,mov     [ecx], al
0x8000269L,mov     byte ptr [ecx+2], 6Eh
0x800026dL,mov     byte ptr [ecx+3], 0
0x8000271L,mov     eax, [edi+14h]
0x8000274L,cmp     eax, 0FFFFFFFFh
0x8000277L,jz      loc_8000630
0x800027dL,shl     eax, 4
0x8000280L,mov     edx, [ebp+n]
0x8000283L,add     eax, edx
0x8000285L,cmp     dword ptr [eax], 5
0x8000288L,jnz     loc_8000800     ; jumptable 08000366 default case
0x800028eL,mov     eax, [eax+4]
0x8000291L,mov     [ebp+var_5C], 2
0x8000298L,mov     [ebp+var_30], eax
0x800029bL,mov     edx, 1
0x80002a0L,mov     eax, [edi+20h]
0x80002a3L,cmp     eax, 0FFFFFFFFh
0x80002a6L,jz      loc_8000628
0x80002acL,shl     eax, 4
0x80002afL,mov     esi, [ebp+n]
0x80002b2L,add     eax, esi
0x80002b4L,cmp     dword ptr [eax], 5
0x80002b7L,jnz     loc_8000800     ; jumptable 08000366 default case
0x80002bdL,mov     eax, [eax+4]
